zip_code,asian_ratio,white_ratio,black_ratio,age,income
85704,0.039031,0.857305,0.017424,46.6,30553
34203,0.033990,0.826080,0.094602,47,26731
01532,0.087478,0.864861,0.016557,43.7,44609
61701,0.036170,0.797727,0.132234,33.2,25015
79707,0.037231,0.844007,0.056458,33.7,46886
93662,0.047055,0.782262,0.003546,31.7,20129
48071,0.053856,0.816790,0.084049,37.2,26099
10940,0.033989,0.568240,0.183732,37.6,29111
20037,0.118350,0.723940,0.080408,27.2,25740
97008,0.059652,0.779562,0.020111,38,30506
11733,0.103918,0.844152,0.016124,45.7,54889
20708,0.067343,0.212631,0.618032,34.3,37083
75001,0.124307,0.552644,0.115277,32.9,48568
85021,0.043985,0.735657,0.089421,33.2,25820
55902,0.077969,0.852311,0.033782,39.7,43361
07731,0.048867,0.862517,0.041229,39,40940
90048,0.082283,0.803150,0.030796,36.7,55813
12110,0.092488,0.810219,0.046420,37.9,30760
93455,0.050034,0.826995,0.011441,39.5,32662
66213,0.087161,0.833930,0.044634,40.2,44852
20016,0.071109,0.804893,0.058790,38.7,65839
98513,0.075431,0.719777,0.048409,35.8,37693
32765,0.054804,0.786585,0.104167,33.9,31229
20705,0.130018,0.274705,0.391521,37.6,39879
55104,0.089271,0.618254,0.200315,30.3,27613
77025,0.171634,0.613754,0.105836,36.3,46976
92649,0.129916,0.762516,0.010357,45.6,45010
60540,0.133311,0.795437,0.031497,39.9,44580
98409,0.087447,0.558514,0.173562,32.1,27428
92701,0.043049,0.559054,0.008138,28.9,19872
08512,0.205956,0.674466,0.055674,41.5,41477
93309,0.038674,0.713153,0.094264,31.2,25405
34761,0.052012,0.612240,0.211074,35.4,29728
78726,0.178713,0.709446,0.063518,31.8,44003
07430,0.131936,0.800948,0.032843,39.7,41893
07029,0.201586,0.496170,0.035303,33.8,30152
93906,0.087590,0.531284,0.022272,31.1,24228
15102,0.017673,0.938800,0.013701,45.4,36774
05753,0.050220,0.885211,0.019801,33.9,21365
63301,0.010373,0.895837,0.053267,36,27008
52001,0.012062,0.892039,0.055853,35.5,24554
36064,0.055929,0.684105,0.250226,38.6,50507
34695,0.031297,0.872956,0.052368,49.8,32044
37217,0.017980,0.589399,0.322702,33.1,28484
11771,0.058258,0.878151,0.019349,46.3,49340
74104,0.047096,0.729940,0.058510,30.6,23463
29418,0.023230,0.467637,0.448870,35.6,25176
77632,0.025091,0.905261,0.038637,39.9,30290
93560,0.028321,0.671635,0.095062,33.5,30524
97128,0.015665,0.882470,0.012554,36.9,25877
77904,0.021364,0.889989,0.034675,39,34016
49519,0.020686,0.776104,0.083623,32.2,27330
93001,0.017659,0.862835,0.007645,36.2,28039
91330,0.187840,0.399274,0.142468,19.9,3649
80910,0.020442,0.566444,0.134665,30.4,21942
02720,0.019951,0.833837,0.052336,39.8,26135
77060,0.013940,0.733103,0.186042,26.7,20003
10475,0.014760,0.159716,0.604055,45.6,30474
98272,0.022027,0.853142,0.024053,35.4,31554
98047,0.099391,0.662072,0.043819,32.1,27477
37214,0.022117,0.772045,0.169255,37.3,31742
66762,0.027680,0.885562,0.036934,28.7,18851
23225,0.016924,0.459496,0.450857,37.2,26667
67219,0.055375,0.614767,0.275409,31.7,26456
43040,0.022029,0.919767,0.033911,36.8,32455
63119,0.022977,0.863052,0.086258,40.2,40810
89433,0.036059,0.757560,0.025163,34.5,24646
60069,0.097784,0.871917,0.010392,53.6,51221
44121,0.024900,0.420447,0.502864,38.1,29264
97322,0.023367,0.888972,0.008507,35.9,25387
92501,0.038928,0.591422,0.065186,31.8,25317
30114,0.015737,0.822609,0.073992,37.3,30816
90670,0.050775,0.536474,0.042303,37.2,29242
84093,0.036275,0.913583,0.007813,38.6,38031
95953,0.083104,0.757889,0.008623,35.4,20100
85014,0.033163,0.649106,0.072492,36.1,30734
06606,0.019751,0.447756,0.354876,36.6,27429
06605,0.038029,0.411817,0.346912,32.9,23619
32164,0.020573,0.767223,0.154922,45.4,23162
80236,0.050328,0.801583,0.032535,33.7,27784
92582,0.059196,0.685283,0.054937,31.2,23270
98391,0.019469,0.888251,0.008664,35.6,41265
27587,0.015116,0.814924,0.116813,38.1,39784
33313,0.016048,0.161054,0.788535,33.4,19559
29631,0.073401,0.844390,0.047676,23.9,15770
90602,0.039650,0.486595,0.018994,32.4,23542
76108,0.025351,0.835748,0.058260,35.3,32006
18505,0.055214,0.819042,0.085101,38.4,22825
33625,0.042877,0.780262,0.089758,38.4,30576
79924,0.018695,0.803481,0.077953,32.7,21299
12601,0.028200,0.577143,0.275609,35.9,22313
75235,0.069490,0.693466,0.143397,33.9,24282
21060,0.039625,0.723475,0.169119,37.9,35354
01609,0.075408,0.758086,0.092015,30.5,17273
24502,0.033905,0.763859,0.157413,27.5,20112
32092,0.050355,0.863953,0.043114,38,42996
29615,0.046510,0.810574,0.102708,39.7,32102
55108,0.110746,0.781096,0.071032,31.9,31277
11576,0.143818,0.813463,0.007625,49.5,62493
18510,0.127839,0.769285,0.064482,28.4,14323
85083,0.100501,0.837938,0.014770,38.7,52810
33617,0.043417,0.506966,0.378378,31.4,23108
03103,0.054197,0.839998,0.052148,35,26841
85234,0.051513,0.856979,0.023331,34.2,35472
02140,0.138826,0.613264,0.216700,34.3,46354
90731,0.050559,0.567302,0.070498,36.2,26135
98011,0.124404,0.747756,0.018444,38.1,43316
77477,0.227445,0.374364,0.281003,33.6,30200
75080,0.098891,0.768981,0.074353,34.8,35001
96732,0.552932,0.112504,0.003409,37.6,30856
70810,0.053191,0.635662,0.273349,35.9,37327
78250,0.038699,0.779677,0.053886,34.6,30831
30281,0.045081,0.439094,0.463531,36.7,28360
20109,0.093392,0.574912,0.175671,31.2,32212
20902,0.103814,0.429118,0.166553,35.7,35049
92677,0.098461,0.759553,0.020143,44.6,42469
91106,0.225244,0.547863,0.060089,34.5,35630
32901,0.045027,0.709244,0.191980,47.6,18719
83706,0.034097,0.890095,0.014740,31.2,24198
33716,0.061848,0.732694,0.109774,32.7,36367
80920,0.028873,0.867549,0.028510,36.3,39394
45044,0.020939,0.783662,0.122779,34.9,26790
10473,0.018855,0.381107,0.398171,35.5,21573
54481,0.040481,0.914266,0.009236,29,19760
07981,0.137196,0.844260,0.006291,45.9,49560
78260,0.044541,0.841868,0.039596,36,50206
85202,0.032053,0.765936,0.045487,31.3,27884
43204,0.030961,0.776188,0.120789,35.7,25349
30360,0.081703,0.647434,0.151091,35.2,30387
62704,0.032427,0.767007,0.164144,39.1,32441
30350,0.035299,0.584706,0.335659,34.2,35382
92054,0.034417,0.756440,0.031937,33.5,26279
89179,0.253240,0.584251,0.041640,32.6,42581
11213,0.024465,0.216201,0.670045,34,24813
32259,0.036572,0.883638,0.036280,39.1,44335
63303,0.039502,0.850385,0.062808,40,36596
74075,0.079748,0.769283,0.046199,25.5,18488
91345,0.105720,0.528230,0.019872,38.2,25414
80011,0.042255,0.539079,0.163330,31.4,25768
99503,0.153790,0.476807,0.100454,34.5,30639
37167,0.038708,0.804725,0.122963,35.4,31519
55378,0.083205,0.804070,0.067407,35.2,44354
02145,0.103746,0.680098,0.114529,33.9,35045
55124,0.058659,0.814690,0.072101,38.7,40056
99515,0.129136,0.660635,0.018135,34,41357
10710,0.144105,0.608985,0.122160,43.4,40588
93010,0.095281,0.751689,0.023820,39.9,37403
94025,0.136615,0.699162,0.041865,38,61229
91761,0.069435,0.502345,0.057777,32.6,25685
11237,0.080372,0.457807,0.170225,30.3,25214
60062,0.142252,0.818648,0.016824,49.3,45803
53154,0.066286,0.856272,0.036445,37.9,40503
77386,0.044474,0.792843,0.098054,32.4,45874
33028,0.087269,0.679697,0.159625,38.1,40797
27616,0.054500,0.415612,0.380645,33,34156
30339,0.158417,0.595677,0.201642,33.7,47343
07605,0.409857,0.486563,0.028071,43.7,40444
91767,0.081286,0.564313,0.086297,32.9,22136
94503,0.357273,0.384910,0.081783,36.4,32444
10009,0.133786,0.606608,0.087893,36.8,41203
08854,0.380345,0.362822,0.198423,31.2,41275
08857,0.133092,0.763189,0.065782,41.2,42633
92618,0.419491,0.496744,0.026222,33.4,65256
39208,0.008172,0.682585,0.276153,34.7,25193
80212,0.013369,0.870222,0.035990,38.2,41247
79423,0.006928,0.856322,0.037381,33.7,33842
98569,0.043292,0.892675,0.000165,61.2,23005
33815,0.018093,0.634012,0.271946,42.2,20609
31533,0.015816,0.556618,0.374947,36.3,19176
52411,0.034397,0.920612,0.020141,44.6,51343
07465,0.039003,0.914430,0.023135,50.1,46779
31030,0.014616,0.382016,0.526175,32.8,18902
32141,0.014332,0.940930,0.017765,52.3,25118
19041,0.046828,0.893756,0.029204,48,43675
99338,0.017472,0.898109,0.011147,36,45512
61705,0.021127,0.868545,0.091776,36.4,50681
38112,0.016544,0.380396,0.564931,34.6,18460
90059,0.005892,0.365167,0.310448,26.3,17095
12804,0.010576,0.965998,0.012774,46.2,32735
15208,0.027122,0.325168,0.608729,36.2,23849
32533,0.010872,0.807371,0.149401,44.9,32732
97031,0.015419,0.866454,0.001411,38.4,26561
06441,0.057126,0.921572,0.015298,48.4,65089
56379,0.018464,0.955592,0.002553,34.1,30861
55417,0.011962,0.810077,0.081269,38.6,41797
85054,0.044283,0.904884,0.005838,38.2,57526
19605,0.015709,0.820588,0.080008,43.7,30321
29170,0.015075,0.834174,0.113476,37.1,29591
61866,0.021777,0.716196,0.192073,34.5,26774
33534,0.018769,0.707242,0.166989,30.7,24554
17046,0.010530,0.711576,0.036001,37,25061
64131,0.014543,0.527819,0.393240,36.9,29109
96007,0.013898,0.874830,0.011603,38.6,20706
47803,0.016530,0.912675,0.041012,34.3,25987
84097,0.015956,0.931383,0.003908,30,24608
80205,0.010430,0.674299,0.179590,32.7,36130
30904,0.013390,0.478490,0.485673,34.3,20152
27107,0.007302,0.627206,0.282320,35.3,23998
02109,0.084670,0.843989,0.038756,32.6,64032
01104,0.014512,0.644087,0.097863,36,18915
30035,0.015068,0.038877,0.907837,34.3,24908
40014,0.017003,0.935162,0.025812,39.6,40844
08050,0.014452,0.930679,0.025844,44.6,34441
33304,0.019345,0.741675,0.185796,39.7,31244
28532,0.016283,0.685626,0.213317,26.1,26238
83605,0.008083,0.827360,0.004863,30.5,21305
46582,0.026526,0.882961,0.005615,35.7,31033
96130,0.018311,0.788515,0.107134,32.6,29411
79401,0.047414,0.726893,0.121886,22,12190
27302,0.012339,0.728900,0.205291,37.9,31786
11239,0.029497,0.289625,0.625344,47.7,16717
30349,0.005115,0.040486,0.917583,32.6,30117
85250,0.021173,0.913557,0.010954,48.1,41299
17517,0.023184,0.962763,0.006107,38.6,30158
97914,0.020859,0.834836,0.015471,36,18623
20006,0.140647,0.695683,0.104676,19.8,4380
07876,0.038696,0.904640,0.038410,45.7,48677
20721,0.013505,0.091718,0.852502,43.6,53645
45439,0.040237,0.801186,0.131686,33.6,24427
73507,0.018096,0.645992,0.170068,34.4,25859
66203,0.021166,0.849030,0.077903,39.7,30437
56601,0.011933,0.844954,0.011523,35,25530
60176,0.034553,0.790135,0.014517,40.2,32062
93268,0.023099,0.891827,0.009251,29.6,21209
72143,0.011266,0.882083,0.062253,31.5,20722
32952,0.019758,0.938298,0.012865,50.8,31738
11703,0.024888,0.833853,0.085856,42.2,41491
02043,0.017660,0.964160,0.003341,45.6,52237
46304,0.016981,0.950060,0.008189,39.6,34624
96780,0.573171,0.204607,0.000000,34.2,22917
66214,0.035215,0.807526,0.098152,34.6,31578
46219,0.011345,0.736268,0.210278,38.9,24437
33138,0.014560,0.504361,0.411827,41.2,25628
23875,0.036897,0.541436,0.340057,37.5,32911
30620,0.034055,0.773408,0.122333,35.5,31867
90302,0.014211,0.290917,0.461900,34,24647
34120,0.013894,0.913631,0.053549,39.5,35064
13205,0.024320,0.371891,0.518309,37,18902
30517,0.034042,0.827473,0.082822,36.3,35912
35749,0.020812,0.698426,0.244305,37.2,35954
06084,0.030665,0.935234,0.013614,42.2,48651
34491,0.018075,0.906368,0.029913,63.2,23085
34465,0.025907,0.912145,0.036383,56,21176
48340,0.017986,0.539985,0.330197,29.5,20430
78411,0.017125,0.897365,0.035228,38.6,27112
33990,0.014433,0.909601,0.045904,46.8,23813
33772,0.021822,0.925572,0.018551,51,28255
23116,0.016790,0.911843,0.054680,42.4,43664
32084,0.014245,0.809079,0.138883,39.5,24070
28547,0.018468,0.776147,0.118620,21.3,23180
19054,0.030868,0.874379,0.050138,38.2,33920
39531,0.028845,0.610506,0.272566,35.7,23739
67156,0.034241,0.863036,0.034581,38,23949
55102,0.028064,0.764827,0.117391,37.3,31590
53210,0.018743,0.210977,0.722473,30.2,19954
93305,0.013448,0.672803,0.061001,26.1,15680
34685,0.027382,0.905726,0.009995,47.7,37999
43023,0.039597,0.922840,0.010840,34.3,31032
92270,0.031043,0.893129,0.025869,65.9,32973
19444,0.052429,0.912055,0.020671,45.2,51203
84010,0.012108,0.935490,0.003776,33.3,29199
77707,0.031079,0.582878,0.350395,35,26070
33607,0.024209,0.597185,0.310984,36.5,24069
06437,0.026366,0.940296,0.008223,48.3,50184
79938,0.007614,0.834372,0.056035,27.9,27482
71105,0.027008,0.768963,0.168963,34.6,35060
30013,0.022739,0.309059,0.631644,37.2,31664
32086,0.022022,0.936270,0.020960,50,27268
95682,0.021581,0.909253,0.006237,45.4,32648
80246,0.048668,0.783078,0.056928,30.9,31940
84403,0.017215,0.882285,0.013951,31.9,28000
01940,0.048715,0.927076,0.007076,45.4,51452
10962,0.119533,0.805193,0.049486,47.1,41641
32603,0.092528,0.791341,0.064068,20.9,6889
89030,0.014016,0.516039,0.163166,29.8,19982
96708,0.072066,0.662570,0.011136,47.3,37398
36619,0.042939,0.791187,0.093140,40,27850
34442,0.052829,0.896181,0.033110,63.7,23441
45208,0.038715,0.881861,0.049391,35.5,49053
85213,0.020428,0.870519,0.036873,38.2,29333
19807,0.102865,0.864756,0.006160,51.3,66250
96762,0.111318,0.291473,0.018450,23.3,17652
07026,0.023518,0.838821,0.045908,36.2,30990
17104,0.037869,0.303206,0.527746,28,19994
19428,0.044784,0.883740,0.048427,34.1,48012
93422,0.022576,0.916017,0.010716,38.7,35559
14222,0.051504,0.734377,0.138030,29.9,30038
32503,0.022496,0.601162,0.300711,29.3,20234
28079,0.022128,0.832315,0.107187,37.5,35491
30189,0.021091,0.876719,0.076919,39,39225
75236,0.042175,0.434257,0.434527,28.1,25592
76522,0.022252,0.695880,0.150843,32.4,30081
95202,0.129309,0.429865,0.222399,32.9,12233
46231,0.082480,0.574924,0.249488,38.6,31580
75229,0.027107,0.900772,0.029701,38.2,33412
30322,0.320084,0.450932,0.167429,19.9,2499
80223,0.044066,0.703356,0.056801,32.6,26911
49037,0.045269,0.620212,0.265030,34.2,18858
33314,0.037317,0.716238,0.117577,34.5,22787
18707,0.058480,0.915259,0.003414,45.6,34206
66212,0.029289,0.871538,0.064411,37,33105
87124,0.017953,0.820065,0.021805,39.7,29508
48324,0.057368,0.871635,0.049783,45.6,46127
70510,0.038882,0.670390,0.266881,35.7,23095
19901,0.027051,0.564979,0.330931,31.3,25350
72956,0.030322,0.855969,0.017784,37.3,23208
66044,0.036386,0.864831,0.033273,23.8,14816
80260,0.032013,0.879206,0.009351,32,25125
62901,0.042089,0.648539,0.251405,24.8,14959
85201,0.022772,0.762356,0.052898,30.6,22834
10456,0.012465,0.094795,0.420611,30.5,15900
60136,0.154491,0.695208,0.078162,32.4,51374
70503,0.037829,0.841311,0.095182,34.1,29992
56187,0.089990,0.696044,0.061094,33.2,26516
06604,0.044546,0.488574,0.287607,30.1,19156
21230,0.039588,0.644487,0.278472,32.1,42027
06825,0.065332,0.851729,0.024704,41.6,37289
65401,0.049859,0.892350,0.036721,31.3,20656
50588,0.142779,0.684867,0.035302,30.6,26026
75238,0.059014,0.697749,0.163743,33.4,34536
60402,0.031456,0.626722,0.054313,34.9,27461
19006,0.111971,0.844914,0.021737,45.8,37284
73099,0.043063,0.828153,0.019627,35.4,34576
95382,0.080021,0.799680,0.017125,37.1,30246
70058,0.077529,0.327717,0.525959,36.5,25905
30092,0.091533,0.563027,0.252643,35.9,33826
11415,0.195779,0.598744,0.055628,38.6,41065
11215,0.077279,0.756699,0.043385,35.5,60261
27513,0.129105,0.733182,0.080331,39.8,44535
94043,0.274432,0.594026,0.020902,35.6,63354
91790,0.227686,0.394708,0.026764,37,26194
91977,0.089431,0.622269,0.118579,35,27333
97266,0.172656,0.665449,0.043186,35.6,21348
60659,0.271450,0.546214,0.084763,34.1,25203
02909,0.050694,0.437458,0.125373,30.3,21365
95660,0.070317,0.678645,0.126621,31.3,21826
33324,0.057683,0.748823,0.121186,38.4,32906
20009,0.058224,0.675488,0.184005,33.3,65318
89523,0.088726,0.788465,0.018290,36.8,36516
22315,0.112330,0.628350,0.170892,37.4,61871
95776,0.140576,0.638957,0.010013,32.8,31344
30341,0.099663,0.594308,0.166187,32.6,31778
28212,0.081272,0.332076,0.422723,30,22059
75028,0.082816,0.819768,0.047560,39.6,52568
02478,0.155166,0.795490,0.016230,41.6,55368
95116,0.249880,0.239817,0.022990,32.6,23788
68510,0.049215,0.847588,0.042531,35.8,28517
38139,0.065730,0.901935,0.017603,45.7,57434
01106,0.069604,0.901545,0.007104,46.2,48497
30165,0.026998,0.764345,0.123725,36,24105
80922,0.041427,0.799881,0.057984,31.5,37578
92345,0.014596,0.838907,0.037511,30.9,22015
30909,0.030390,0.491909,0.442922,32.7,26773
11203,0.017226,0.042217,0.892932,39.5,27633
45056,0.056592,0.891661,0.031171,21.7,10228
45220,0.126113,0.652670,0.174347,28.3,20031
19130,0.067318,0.687510,0.191724,33.3,47266
17602,0.033913,0.682835,0.139918,35.9,22912
94947,0.069985,0.785934,0.019331,47.3,43832
97305,0.042851,0.728469,0.024308,32.2,22571
95119,0.175284,0.634276,0.045936,36.4,42183
93454,0.049910,0.731436,0.018893,31.3,23786
78746,0.074501,0.879829,0.006686,42.2,63448
78414,0.054925,0.851942,0.040451,33.8,44812
02445,0.144508,0.761144,0.043997,36,54717
90755,0.259218,0.537518,0.106727,35.4,37118
49424,0.065184,0.798138,0.015661,36.3,28535
92655,0.534140,0.326588,0.002713,34.9,17534
10461,0.117697,0.480586,0.091903,38.2,29987
92563,0.116579,0.589618,0.070092,32.4,32173
92647,0.125473,0.675898,0.022304,35.8,31938
92105,0.184603,0.504831,0.145614,30.1,20398
01610,0.089897,0.621896,0.126291,27.8,15109
60123,0.054362,0.645931,0.083193,35,27183
77642,0.080602,0.570730,0.295971,31.9,21737
77004,0.089979,0.384889,0.479039,28.3,22499
97223,0.070931,0.839169,0.017314,38.1,35716
07631,0.123715,0.456005,0.308708,39.9,38921
95691,0.111650,0.670032,0.036166,34.3,33313
94804,0.128888,0.347662,0.258883,35.1,24764
90712,0.166439,0.515840,0.094373,38.7,36958
94541,0.151682,0.514538,0.140630,36.1,31458
95757,0.349405,0.359313,0.134779,34.7,40439
75039,0.390394,0.407052,0.157190,32.4,64594
11356,0.313391,0.347750,0.023640,38,27231
29118,0.030054,0.294497,0.620930,40,28437
46236,0.018583,0.766114,0.160155,39.8,38491
85040,0.016202,0.519338,0.192154,28.5,19475
01749,0.026558,0.926120,0.013002,43.7,38506
02536,0.027461,0.872336,0.044604,48.6,34375
34135,0.012466,0.899068,0.015878,53.5,28383
98388,0.085071,0.755593,0.057373,43.7,35446
87508,0.028168,0.845402,0.012346,50.6,37175
93638,0.011080,0.750104,0.037520,28.2,17735
92866,0.036327,0.777619,0.011178,34,29793
72761,0.025052,0.824639,0.015640,31.5,24594
33185,0.018675,0.902992,0.017063,39.1,30591
46268,0.023216,0.432690,0.437561,34.7,30067
53189,0.022650,0.920783,0.014218,39.7,38006
17103,0.050874,0.293794,0.573986,31,21537
31401,0.029298,0.522060,0.414585,27,17562
19003,0.042718,0.807517,0.106180,36.7,43913
40475,0.010332,0.903742,0.051629,33.7,20958
33760,0.036305,0.764569,0.151049,38.4,24455
40207,0.020257,0.902357,0.039961,41.2,42164
85307,0.066446,0.647504,0.111668,31,27608
49534,0.030216,0.916040,0.016331,36,30928
33872,0.040984,0.828119,0.067639,61.6,22403
35756,0.049256,0.615957,0.292450,35.7,39857
11767,0.042149,0.919755,0.005212,42.4,44862
10595,0.082118,0.781736,0.093952,38.1,34004
43606,0.026995,0.601006,0.309717,31.3,19992
45459,0.025590,0.887507,0.041421,50.4,39432
29302,0.043282,0.757645,0.182579,43.6,28645
32766,0.041705,0.856555,0.051508,38.4,36761
32507,0.023807,0.775637,0.148240,37.4,28660
11754,0.043303,0.917155,0.010065,46.1,42284
94621,0.023333,0.179217,0.315344,29.2,20076
93308,0.014489,0.850857,0.029755,34.1,23983
83703,0.052543,0.869851,0.026551,37.5,30154
34474,0.053147,0.822300,0.049884,39.6,26063
99207,0.029260,0.816284,0.020539,32.1,21779
83843,0.033378,0.918549,0.006341,26.9,20748
32809,0.031881,0.618513,0.179913,34.7,20361
47403,0.027563,0.882821,0.040451,34,27313
78247,0.017831,0.859525,0.054723,35.5,35356
92586,0.046716,0.770039,0.062618,59.7,22409
44107,0.019135,0.872434,0.062723,35.2,31780
15101,0.039683,0.924542,0.022304,45,41664
43085,0.038047,0.863732,0.055959,38.2,44579
30305,0.040894,0.842756,0.087493,37.1,57253
58102,0.035353,0.877507,0.030221,29.2,24644
39564,0.026514,0.812668,0.109375,36.7,31056
28227,0.019999,0.558191,0.282226,37.6,28382
02090,0.075711,0.894889,0.003011,45,61134
91502,0.106999,0.688622,0.037441,38.6,23056
78154,0.034210,0.687959,0.120936,36.5,39031
98166,0.067455,0.770100,0.044376,43.4,37234
30274,0.042241,0.126919,0.763035,31.7,23123
49548,0.045941,0.718633,0.107726,33.5,23510
93292,0.038655,0.791148,0.017600,32.2,25961
77583,0.044353,0.610513,0.232582,35.1,27459
33613,0.047246,0.590725,0.211884,28.1,19086
48825,0.137958,0.713411,0.086950,19.3,3426
98002,0.056926,0.696920,0.057043,36.5,29226
48044,0.037016,0.880314,0.056507,38.2,37910
94928,0.057073,0.725191,0.019192,32.6,28530
30319,0.067681,0.791217,0.079947,36.9,54049
95965,0.133159,0.695256,0.037554,36.9,17816
10956,0.102868,0.750655,0.086618,45,49862
21030,0.135824,0.675553,0.149495,37.3,37692
22015,0.177841,0.687962,0.061127,39.9,48549
75040,0.108820,0.603963,0.119868,34.1,25662
91739,0.193120,0.563055,0.086846,35.6,41730
30083,0.036456,0.128900,0.800055,34.3,21778
60185,0.061724,0.801942,0.017135,35.3,28573
90094,0.261088,0.543184,0.110177,35,86445
93245,0.059013,0.600971,0.079088,27.3,28057
93705,0.061725,0.527026,0.121467,29.5,18062
95340,0.096243,0.618723,0.036368,32,23420
92009,0.084536,0.835051,0.013197,43.6,53617
70129,0.382585,0.133321,0.441269,33.5,23646
10001,0.218900,0.623168,0.109659,35.3,60412
77407,0.281496,0.423635,0.275079,32.4,42986
11102,0.163044,0.568684,0.105405,33.3,33068
11435,0.237613,0.192691,0.236735,35.4,26952
91436,0.075639,0.884886,0.011086,46.1,63701
85204,0.017685,0.800870,0.017805,31.6,25067
98020,0.061858,0.847463,0.008185,49.3,46502
01453,0.030087,0.833277,0.053081,40.2,30627
30017,0.054741,0.580859,0.323688,39.5,36902
33445,0.041627,0.665809,0.244301,47.4,27271
70118,0.036762,0.518255,0.396164,32.4,19760
96704,0.177809,0.362473,0.000000,44.9,25714
97225,0.056220,0.842202,0.035318,41.5,40931
33193,0.029232,0.912111,0.017621,40.2,23645
80249,0.055442,0.498810,0.306207,31.9,35083
98177,0.086744,0.821679,0.015583,46.8,46403
45011,0.024838,0.811918,0.111635,36.3,29671
91040,0.093532,0.815663,0.017200,46.6,32378
11231,0.051778,0.668365,0.133307,36.2,51872
32606,0.098620,0.762161,0.090075,36.7,35103
29445,0.039920,0.646021,0.231554,33.1,27854
73159,0.074457,0.674827,0.090817,34.4,27483
85295,0.060241,0.824469,0.034739,31.6,41962
34786,0.063573,0.767287,0.073611,34.9,45455
77081,0.056055,0.751198,0.143440,29.7,20352
60559,0.120718,0.747360,0.065981,38.9,34057
91764,0.063070,0.434530,0.059014,31.1,24438
32258,0.123620,0.726260,0.094992,37.1,42883
30033,0.148889,0.683217,0.125385,36.8,38856
75243,0.062584,0.428423,0.438461,31.2,24226
11208,0.060649,0.245015,0.543487,32,25683
95824,0.272895,0.363989,0.106061,31.3,15949
70816,0.055939,0.498062,0.395165,33.2,30891
48309,0.102046,0.819561,0.051549,42.4,39108
11221,0.037085,0.279372,0.514171,31.5,26279
11369,0.133691,0.271373,0.158259,36.9,24311
91331,0.052055,0.582964,0.030720,32.4,20463
94107,0.299398,0.530782,0.059626,35.9,76973
18224,0.005556,0.961279,0.006734,47.5,23311
18618,0.008693,0.955216,0.003952,47.9,29621
80137,0.020966,0.756036,0.099111,27.3,47652
54768,0.005358,0.855496,0.067706,38.1,16860
87043,0.006943,0.849358,0.000000,59.8,43513
93920,0.025964,0.948859,0.000000,37.2,30038
62325,0.065089,0.930966,0.000000,36.2,24107
29001,0.016066,0.471762,0.462025,45.8,14978
52341,0.034126,0.965874,0.000000,61,29265
75852,0.006750,0.537942,0.304357,31,25029
26155,0.004108,0.983070,0.000000,46.3,24085
73173,0.013889,0.788721,0.045455,35.6,53750
51355,0.035446,0.958110,0.000000,53.8,36250
79512,0.004174,0.766410,0.121285,34.1,21715
03281,0.003699,0.972873,0.001345,40.2,41873
48144,0.003429,0.964772,0.010288,48.6,32298
03844,0.014151,0.962264,0.002573,48.3,55852
78063,0.003321,0.905797,0.001208,50.7,26877
37737,0.005975,0.972841,0.001630,49,28328
63048,0.008657,0.955929,0.028594,32.6,31915
21817,0.006609,0.704386,0.224114,46,21500
70576,0.029101,0.662257,0.175485,37.1,24471
76250,0.032641,0.942631,0.000000,46.7,40777
79734,0.015500,0.965712,0.007046,55.2,24635
31730,0.003653,0.392628,0.594421,39.6,20851
60444,0.019749,0.978456,0.000000,36.8,38021
23009,0.005074,0.838100,0.123770,41.5,40282
43953,0.002816,0.929766,0.059396,47.1,26399
35115,0.002178,0.772835,0.124868,33.6,18592
46394,0.002724,0.701313,0.044250,38.4,27340
03223,0.009807,0.937890,0.000000,54.8,37976
91046,0.206250,0.650000,0.000000,78.2,16500
54669,0.004215,0.971772,0.004598,43.9,33750
36460,0.003169,0.506193,0.478541,39.9,18082
15320,0.006180,0.973970,0.000000,36.3,24618
89042,0.026807,0.927701,0.000000,38.7,35153
56122,0.053485,0.912480,0.000000,38.6,25000
45416,0.005541,0.201645,0.763936,46.1,23303
66617,0.003806,0.960904,0.007266,45.6,36304
25411,0.002633,0.977817,0.004868,46.9,25019
06754,0.018623,0.949210,0.000000,49.3,43897
01745,0.065868,0.914172,0.000000,35,67917
24869,0.064706,0.935294,0.000000,24.5,20769
56549,0.007169,0.946122,0.005866,37.3,40763
48074,0.003607,0.954963,0.007105,43.6,27159
72099,0.048744,0.720827,0.230428,22.5,25140
97067,0.014013,0.959236,0.000000,58,23243
31647,0.008505,0.610309,0.312371,32.7,16783
04474,0.008977,0.963547,0.000000,48.9,30952
47383,0.010924,0.973850,0.000662,43.4,26906
45205,0.001772,0.556701,0.359214,29.6,17927
46777,0.005075,0.964626,0.000000,37.4,29484
98541,0.003316,0.939705,0.002311,43.6,26039
49781,0.008534,0.640548,0.011637,46.2,26117
10931,0.031700,0.375600,0.224784,39,30208
05354,0.014752,0.939204,0.000000,47.8,29815
79556,0.002555,0.865738,0.058382,38.2,21280
43843,0.019435,0.975854,0.000000,31.5,27371
46407,0.002831,0.041777,0.935575,38.1,15331
74953,0.002800,0.778739,0.014508,38.9,22504
03873,0.005341,0.980256,0.003399,41.6,46458
08045,0.011595,0.058327,0.859803,48.3,31389
95722,0.006888,0.978919,0.000000,52,38381
